area_sqft,bedrooms,bathrooms,floor_number,total_floors,balcony,parking,lift,security,gym,power_backup,latitude,longitude,dist_city_center_km,dist_infocity_km,dist_kiit_km,dist_airport_km,dist_khandagiri_km,dist_sum_hospital_km,dist_railway_station_km,dist_it_park_km,rent,furnishing_semi-furnished,furnishing_unfurnished,property_type_builder_floor,property_type_independent_house,property_type_studio,property_type_villa,locality_count,luxury_score,amenity_count,floor_ratio,rooms_per_sqft,parking_to_area
1839,3,3,5,5,3,0,1,1,0,0,20.30598,85.81813,1.284,5.887,5.9,6.892,6.062,1.036,5.069,4.703,46500,False,False,False,False,False,False,68,0.55,5,1.0,0.0032626427406199,0.0
1299,2,2,2,15,2,0,1,0,0,1,20.3349,85.80231,4.896,2.872,3.515,10.236,7.686,3.824,8.674,1.834,27500,True,False,False,False,False,False,29,0.3,4,0.1333333333333333,0.0030792917628945,0.0
1122,1,1,3,13,1,2,1,0,0,0,20.26835,85.84778,3.926,10.681,10.336,4.137,7.787,5.404,1.304,9.571,23500,False,False,False,True,False,False,47,0.7,4,0.2307692307692307,0.0017825311942959,0.0017825311942959
673,1,1,14,16,1,2,1,0,0,1,20.35623,85.82351,6.687,1.13,0.293,12.494,10.793,6.289,10.375,1.428,21500,True,False,False,False,False,False,104,0.7,5,0.875,0.0029717682020802,0.0029717682020802
814,1,1,4,14,1,2,1,0,0,0,20.26175,85.78044,5.976,11.302,11.719,4.369,1.312,5.338,5.831,10.174,15500,False,True,False,False,False,False,53,0.7,4,0.2857142857142857,0.0024570024570024,0.0024570024570024
1275,3,2,8,20,3,1,1,0,0,0,20.33793,85.83462,4.769,3.227,2.539,10.591,9.785,4.846,8.256,2.517,24500,True,False,False,False,False,False,43,0.5,5,0.4,0.0039215686274509,0.0007843137254901
1085,2,2,8,12,0,0,1,0,0,1,20.2988,85.85602,3.301,8.03,7.427,7.282,9.16,4.848,4.412,7.075,23000,False,False,False,False,False,False,33,0.3,2,0.6666666666666666,0.0036866359447004,0.0
1347,3,2,1,11,0,1,1,1,0,0,20.32917,85.7799,5.929,4.764,5.692,10.262,6.462,4.389,9.359,4.037,23500,True,False,False,False,False,False,31,0.75,3,0.0909090909090909,0.0037119524870081,0.0007423904974016
1828,3,3,2,14,3,2,1,1,0,0,20.2758,85.85105,3.573,10.036,9.625,4.953,8.135,5.164,2.044,8.955,30500,True,False,False,True,False,False,34,0.95,7,0.1428571428571428,0.0032822757111597,0.0010940919037199
763,2,1,14,14,0,1,1,0,1,0,20.32553,85.85765,4.76,5.939,5.055,9.973,10.668,5.694,7.227,5.283,14000,False,True,False,False,False,False,37,0.75,3,1.0,0.0039318479685452,0.001310615989515
3037,4,4,4,16,2,1,1,1,1,1,20.27611,85.83637,2.544,9.501,9.267,4.062,6.61,3.947,1.38,8.357,46500,True,False,False,False,False,False,47,1.0,7,0.25,0.002634178465591,0.0003292723081988
957,1,1,11,11,1,1,1,0,1,0,20.38686,85.7996,10.421,3.429,4.067,15.998,13.13,9.582,14.219,4.541,26000,False,False,False,False,True,False,39,0.75,4,1.0,0.0020898641588296,0.0010449320794148
1220,2,2,7,7,1,0,1,0,0,1,20.34394,85.81083,5.507,1.657,2.174,11.137,8.97,4.754,9.309,0.505,31500,False,False,False,False,False,False,29,0.3,3,1.0,0.0032786885245901,0.0
647,1,1,5,6,0,2,1,1,0,1,20.3627,85.84611,7.741,3.48,2.296,13.525,12.683,7.827,11.056,3.819,16000,True,False,False,False,False,False,35,0.95,5,0.8333333333333334,0.0030911901081916,0.0030911901081916
1199,3,2,8,12,3,1,1,0,0,1,20.34539,85.81973,5.503,1.638,1.561,11.276,9.552,5.026,9.246,0.759,34000,False,False,False,False,False,False,104,0.5,6,0.6666666666666666,0.0041701417848206,0.0008340283569641
603,1,1,13,13,0,1,1,1,0,1,20.35191,85.84507,6.566,3.428,2.273,12.331,11.675,6.743,9.851,3.372,13500,False,True,False,False,True,False,41,0.75,4,1.0,0.0033167495854063,0.0016583747927031
1015,2,1,0,18,0,1,1,0,0,1,20.34996,85.83399,6.07,2.394,1.387,11.903,10.793,5.989,9.595,2.199,17500,False,True,False,False,True,False,35,0.5,3,0.0,0.0029556650246305,0.0009852216748768
638,1,1,1,4,1,0,1,0,1,1,20.35223,85.8563,7.068,4.571,3.392,12.687,12.485,7.477,10.063,4.539,15500,False,True,False,False,False,False,41,0.55,4,0.25,0.0031347962382445,0.0
1059,2,2,4,20,0,2,1,1,0,1,20.28233,85.83492,1.878,8.794,8.561,4.621,6.551,3.373,2.077,7.652,21500,False,True,False,False,False,False,68,0.95,5,0.2,0.0037771482530689,0.0018885741265344
888,2,2,13,13,1,0,1,1,0,1,20.35361,85.82394,6.395,1.273,0.569,12.205,10.562,6.016,10.08,1.3,27000,False,False,False,False,False,False,104,0.55,4,1.0,0.0045045045045045,0.0
2937,4,4,8,11,2,1,1,1,1,0,20.3403,85.83931,5.152,3.422,2.563,10.941,10.307,5.339,8.523,2.874,59000,False,True,False,False,False,True,41,1.0,6,0.7272727272727273,0.0027238678924072,0.0003404834865509
3653,4,4,14,14,1,0,1,1,0,1,20.26296,85.80324,4.301,10.694,10.874,2.598,3.271,4.304,3.45,9.511,41000,False,True,False,False,False,False,46,0.55,4,1.0,0.0021899808376676,0.0
2537,4,4,1,17,2,2,1,0,0,0,20.33075,85.78917,5.331,3.979,4.819,10.098,6.806,3.916,8.93,3.139,46500,True,False,False,False,False,False,43,0.7,5,0.0588235294117647,0.0031533307055577,0.0007883326763894
592,1,1,3,13,0,1,1,1,0,0,20.32077,85.79073,4.464,4.815,5.494,8.991,5.786,2.934,7.928,3.816,16000,True,False,False,True,False,False,43,0.75,3,0.2307692307692307,0.0033783783783783,0.0016891891891891
562,1,1,14,18,1,2,1,0,0,0,20.29014,85.84841,2.58,8.471,8.021,6.043,8.117,4.23,3.2,7.418,13500,True,False,False,False,True,False,34,0.7,4,0.7777777777777778,0.0035587188612099,0.0035587188612099
3068,4,4,4,9,0,2,1,0,0,1,20.28855,85.78448,4.257,8.348,8.846,6.051,2.241,2.974,6.07,7.249,56500,False,False,False,False,False,False,36,0.7,4,0.4444444444444444,0.0026075619295958,0.0006518904823989
435,1,1,12,12,0,0,1,1,0,0,20.34811,85.82,5.802,1.385,1.268,11.579,9.827,5.328,9.539,0.73,14000,True,False,False,False,False,False,104,0.55,2,1.0,0.0045977011494252,0.0
1246,2,2,9,9,1,2,1,0,0,1,20.35774,85.8187,6.881,0.604,0.614,12.648,10.709,6.358,10.617,1.235,31500,False,True,False,False,False,False,104,0.7,5,1.0,0.0032102728731942,0.0016051364365971
1136,2,2,2,16,1,2,1,0,1,1,20.28099,85.78234,4.707,9.213,9.695,5.532,1.43,3.624,5.948,8.108,23500,True,False,False,False,False,False,53,0.95,6,0.125,0.0035211267605633,0.0017605633802816
1567,2,2,4,18,2,2,1,1,0,1,20.28266,85.83495,1.85,8.76,8.525,4.656,6.561,3.353,2.113,7.617,24500,False,True,False,False,False,False,33,0.95,7,0.2222222222222222,0.0025526483726866,0.0012763241863433
2711,4,4,9,10,3,1,1,0,0,1,20.2893,85.82521,0.76,7.821,7.717,5.096,5.778,2.098,3.073,6.65,56500,True,False,False,False,False,False,68,0.5,6,0.9,0.0029509406123201,0.00036886757654
1491,2,2,8,14,1,2,1,0,0,1,20.32396,85.80501,3.705,3.952,4.365,8.991,6.72,2.576,7.453,2.8,39000,True,False,False,False,False,False,43,0.7,5,0.5714285714285714,0.0026827632461435,0.0013413816230717
690,1,1,1,5,1,2,1,1,0,1,20.36892,85.79306,8.736,2.369,3.469,14.128,11.04,7.725,12.539,3.12,21000,True,False,False,False,False,False,80,0.95,6,0.2,0.0028985507246376,0.0028985507246376
514,1,1,6,8,0,2,1,0,0,0,20.37356,85.84779,8.949,3.985,2.937,14.742,13.767,8.977,12.274,4.608,12500,False,True,False,False,True,False,43,0.7,3,0.75,0.0038910505836575,0.0038910505836575
604,1,1,15,17,1,2,1,1,0,1,20.36023,85.82542,7.132,1.306,0.195,12.949,11.279,6.768,10.793,1.878,21500,True,False,False,False,True,False,91,0.95,6,0.8823529411764706,0.0033112582781456,0.0033112582781456
3400,4,4,12,12,0,0,1,0,0,0,20.35001,85.84118,6.242,3.093,1.989,12.037,11.254,6.348,9.611,2.946,46500,False,True,False,False,False,False,43,0.3,1,1.0,0.0023529411764705,0.0
905,1,1,4,10,1,2,1,0,0,1,20.2824,85.87255,5.238,10.514,9.853,7.131,10.435,6.89,4.315,9.58,19500,True,False,True,False,False,False,33,0.7,5,0.4,0.0022099447513812,0.0022099447513812
626,2,1,5,7,2,2,1,0,0,0,20.35705,85.81664,6.827,0.421,0.84,12.571,10.546,6.253,10.581,1.075,18000,True,False,False,False,False,False,104,0.7,5,0.7142857142857143,0.0047923322683706,0.0031948881789137
967,2,2,1,13,0,0,1,1,0,1,20.36488,85.80198,8.0,1.339,2.446,13.542,10.819,7.125,11.806,2.201,26500,True,False,False,False,False,False,80,0.55,3,0.0769230769230769,0.0041365046535677,0.0
1536,2,2,15,15,2,0,1,1,0,1,20.36928,85.83084,8.164,2.201,1.349,13.997,12.433,7.887,11.754,3.01,43500,True,False,False,False,False,False,91,0.55,5,1.0,0.0026041666666666,0.0
1034,2,2,3,18,2,2,1,0,1,0,20.32271,85.79263,4.45,4.531,5.202,9.137,6.055,2.975,7.987,3.524,22000,True,False,False,False,False,False,31,0.95,6,0.1666666666666666,0.0038684719535783,0.0019342359767891
1095,2,2,7,13,2,2,1,1,0,1,20.26374,85.76283,7.37,11.784,12.363,6.14,1.377,6.415,7.664,10.731,18500,False,True,False,True,False,False,53,0.95,7,0.5384615384615384,0.0036529680365296,0.0018264840182648
1962,3,3,11,18,1,2,1,0,0,0,20.28579,85.8272,1.18,8.241,8.112,4.749,5.855,2.511,2.633,7.074,33000,True,False,False,False,False,False,33,0.7,4,0.6111111111111112,0.0030581039755351,0.001019367991845
554,1,1,3,16,1,1,1,0,0,1,20.35345,85.79785,6.956,1.684,2.839,12.347,9.479,5.938,10.755,1.692,16500,True,False,False,False,False,False,80,0.5,4,0.1875,0.003610108303249,0.0018050541516245
876,1,1,1,5,1,1,1,0,0,1,20.30189,85.81033,1.612,6.323,6.487,6.484,5.147,0.108,5.037,5.135,22000,False,True,False,False,False,False,63,0.5,4,0.2,0.002283105022831,0.0011415525114155
1910,3,3,8,8,0,2,1,1,0,0,20.32782,85.85814,4.975,5.826,4.908,10.226,10.855,5.864,7.485,5.214,40500,False,False,False,False,False,False,37,0.95,4,1.0,0.0031413612565445,0.0010471204188481
1867,3,3,3,20,0,2,1,0,0,0,20.26872,85.82994,3.097,10.16,10.021,3.026,5.926,4.189,0.867,8.991,27500,True,False,False,False,False,False,33,0.7,3,0.15,0.0032137118371719,0.0010712372790573
2008,3,3,15,15,1,2,1,0,0,1,20.35175,85.84761,6.641,3.69,2.53,12.378,11.834,6.878,9.861,3.632,42000,False,False,False,False,False,False,41,0.7,5,1.0,0.0029880478087649,0.0009960159362549
1327,3,2,7,18,2,1,1,1,0,1,20.27269,85.8426,3.216,10.05,9.748,4.107,7.24,4.679,1.196,8.925,20000,False,True,False,False,False,False,33,0.75,6,0.3888888888888889,0.0037678975131876,0.0007535795026375
725,2,1,13,13,0,1,1,1,0,1,20.27723,85.79856,3.424,9.183,9.454,4.205,2.723,2.903,4.214,8.012,17500,True,False,False,False,False,False,63,0.75,4,1.0,0.0041379310344827,0.0013793103448275
930,2,1,2,5,1,1,1,1,1,0,20.28945,85.83377,1.217,7.999,7.761,5.321,6.629,2.839,2.875,6.861,19500,True,False,False,False,False,False,30,1.0,5,0.4,0.0032258064516129,0.0010752688172043
1255,2,2,1,19,1,1,1,1,0,1,20.28545,85.79549,3.249,8.347,8.689,5.163,2.801,2.287,4.896,7.191,23500,True,False,False,False,False,False,36,0.75,5,0.0526315789473684,0.0031872509960159,0.0007968127490039
724,1,1,4,15,1,2,1,1,0,1,20.33241,85.80933,4.336,2.948,3.324,9.87,7.76,3.471,8.141,1.775,18000,True,False,False,False,False,False,29,0.95,6,0.2666666666666666,0.0027624309392265,0.0027624309392265
1190,3,2,1,20,2,1,1,0,0,1,20.33171,85.85738,5.238,5.515,4.556,10.591,11.047,6.028,7.875,4.969,18500,True,False,False,True,False,False,37,0.5,5,0.05,0.0042016806722689,0.0008403361344537
1332,2,2,10,10,0,0,1,1,1,0,20.36301,85.81813,7.47,0.718,0.819,13.233,11.212,6.93,11.204,1.753,46000,True,False,False,False,False,True,80,0.8,3,1.0,0.003003003003003,0.0
1333,2,2,3,4,1,1,1,0,0,0,20.28026,85.83949,2.355,9.149,8.861,4.623,6.984,3.891,1.871,8.023,24000,False,True,False,False,False,False,34,0.5,3,0.75,0.0030007501875468,0.0007501875468867
991,2,1,14,14,0,2,1,0,0,1,20.32244,85.79607,4.167,4.401,5.004,9.012,6.156,2.751,7.763,3.346,26000,True,False,False,False,True,False,43,0.7,4,1.0,0.0030272452068617,0.0020181634712411
1942,3,3,4,15,1,0,1,1,0,0,20.29133,85.80319,2.285,7.561,7.814,5.479,3.833,1.285,4.622,6.384,32500,True,False,False,False,False,False,36,0.55,3,0.2666666666666666,0.0030895983522142,0.0
1125,3,2,2,4,3,0,1,1,0,1,20.34161,85.83306,5.139,2.826,2.099,10.97,9.996,5.116,8.67,2.209,25500,True,False,False,False,False,False,43,0.55,6,0.5,0.0044444444444444,0.0
1251,2,2,8,18,2,1,1,1,0,1,20.38724,85.82866,10.144,3.569,3.203,15.968,14.119,9.771,13.76,4.659,28000,True,False,False,False,True,False,35,0.75,6,0.4444444444444444,0.0031974420463629,0.0007993605115907
533,1,1,15,17,0,2,1,0,0,0,20.28088,85.83981,2.327,9.094,8.799,4.7,7.027,3.877,1.945,7.97,13500,True,False,False,False,False,False,34,0.7,3,0.8823529411764706,0.0037523452157598,0.0037523452157598
2547,4,4,3,16,0,0,1,0,1,1,20.34795,85.85461,6.565,4.5,3.359,12.18,12.022,7.004,9.561,4.338,38500,False,True,False,False,False,False,41,0.55,3,0.1875,0.0031409501374165,0.0
1134,2,2,0,7,0,2,1,1,0,0,20.25115,85.80213,5.516,12.013,12.184,1.818,3.765,5.62,3.828,10.829,22500,False,False,False,False,False,False,20,0.95,4,0.0,0.0035273368606701,0.001763668430335
1349,3,2,3,20,2,0,1,1,1,1,20.34815,85.81463,5.878,1.185,1.56,11.586,9.565,5.247,9.659,0.171,39500,True,False,False,False,False,True,80,0.8,6,0.15,0.0037064492216456,0.0
1824,3,2,4,7,3,1,1,1,1,1,20.33311,85.81287,4.29,2.846,3.093,9.922,8.012,3.565,8.096,1.656,27000,False,True,False,True,False,False,29,1.0,8,0.5714285714285714,0.0027412280701754,0.000548245614035
1498,3,2,1,17,2,2,1,0,0,1,20.30008,85.82155,0.539,6.579,6.526,6.248,5.967,1.252,4.328,5.403,26000,False,True,False,False,False,False,42,0.7,6,0.0588235294117647,0.0033377837116154,0.0013351134846461
854,1,1,2,9,0,2,1,0,1,0,20.26518,85.81694,3.527,10.407,10.429,2.357,4.615,4.078,2.026,9.218,19000,True,False,False,False,False,False,46,0.95,4,0.2222222222222222,0.0023419203747072,0.0023419203747072
609,1,1,7,17,0,2,1,0,0,0,20.27394,85.83368,2.644,9.668,9.473,3.719,6.315,3.936,1.171,8.513,14500,True,False,False,False,False,False,33,0.7,3,0.4117647058823529,0.0032840722495894,0.0032840722495894
574,1,1,10,15,1,0,1,0,0,0,20.29578,85.7948,3.098,7.249,7.651,6.238,3.525,1.657,5.609,6.109,13500,False,True,False,False,False,False,63,0.3,2,0.6666666666666666,0.0034843205574912,0.0
600,1,1,13,13,0,2,1,0,0,0,20.30908,85.82421,1.444,5.64,5.518,7.267,6.772,1.758,5.201,4.483,16000,False,True,False,False,True,False,68,0.7,3,1.0,0.0033333333333333,0.0033333333333333
1287,2,2,8,15,0,0,1,0,0,1,20.29323,85.83392,1.033,7.6,7.346,5.727,6.782,2.687,3.293,6.469,30500,True,False,False,False,False,False,68,0.3,2,0.5333333333333333,0.0031080031080031,0.0
739,1,1,14,20,1,0,1,0,0,0,20.2885,85.83633,1.495,8.176,7.903,5.312,6.854,3.125,2.758,7.049,16500,True,False,False,False,False,False,30,0.3,2,0.7,0.0027063599458728,0.0
2899,4,4,3,10,1,1,1,0,0,0,20.30805,85.83299,1.597,6.005,5.701,7.296,7.449,2.555,4.944,4.907,54500,True,False,False,False,False,False,68,0.5,3,0.3,0.0027595722662987,0.0003449465332873
2897,4,3,13,20,3,0,1,1,0,0,20.28715,85.81976,1.111,7.987,7.971,4.802,5.162,1.888,3.127,6.803,59500,True,False,False,False,False,False,63,0.55,5,0.65,0.0024162927166033,0.0
2079,4,4,8,11,3,1,1,1,1,0,20.35467,85.82207,6.518,1.046,0.515,12.314,10.569,6.086,10.224,1.202,35000,False,True,True,False,False,False,91,1.0,7,0.7272727272727273,0.0038480038480038,0.0004810004810004
947,2,1,4,20,1,1,1,1,0,1,20.29315,85.82148,0.455,7.342,7.296,5.479,5.586,1.528,3.621,6.163,25500,True,False,False,False,False,False,68,0.75,5,0.2,0.0031678986272439,0.0010559662090813
3049,4,4,14,14,1,2,1,1,0,1,20.36248,85.84302,7.63,3.158,1.976,13.434,12.473,7.653,11.006,3.52,45000,False,True,False,False,True,False,43,0.95,6,1.0,0.0026238110856018,0.0006559527714004
1930,3,3,0,18,0,0,1,1,0,0,20.35075,85.83241,6.133,2.208,1.209,11.967,10.769,6.001,9.688,2.047,38500,True,False,False,True,False,False,91,0.55,2,0.0,0.0031088082901554,0.0
794,2,1,0,17,2,0,1,1,0,0,20.31804,85.8518,3.749,6.067,5.343,8.964,9.7,4.783,6.255,5.241,20000,False,False,False,False,False,False,37,0.55,4,0.0,0.0037783375314861,0.0
900,2,1,14,14,0,2,1,1,1,1,20.35752,85.82561,6.831,1.321,0.175,12.649,11.026,6.481,10.492,1.688,23500,False,True,False,False,False,False,104,1.2000000000000002,6,1.0,0.0033333333333333,0.0022222222222222
484,1,1,11,11,1,1,1,0,1,0,20.37388,85.816,8.694,1.717,1.906,14.443,12.238,8.109,12.433,2.895,15500,True,False,False,False,False,True,39,0.75,4,1.0,0.0041322314049586,0.0020661157024793
1806,3,2,3,11,3,0,1,0,1,0,20.34774,85.80054,6.262,1.781,2.779,11.675,8.955,5.261,10.061,1.299,40500,True,False,False,False,False,False,80,0.55,5,0.2727272727272727,0.0027685492801771,0.0
695,1,1,7,19,1,0,1,1,0,1,20.35338,85.83884,6.542,2.758,1.608,12.359,11.4,6.554,9.975,2.76,14000,False,True,True,False,False,False,41,0.55,4,0.3684210526315789,0.0028776978417266,0.0
1435,2,2,1,13,1,1,1,1,0,0,20.35896,85.81909,7.012,0.636,0.565,12.784,10.849,6.498,10.743,1.374,38500,True,False,False,False,False,False,91,0.75,4,0.0769230769230769,0.002787456445993,0.0006968641114982
810,1,1,13,20,1,1,1,0,0,0,20.36187,85.79576,7.903,1.831,3.017,13.307,10.331,6.899,11.706,2.368,17000,False,True,False,False,False,False,31,0.5,3,0.65,0.0024691358024691,0.0012345679012345
1208,1,1,13,13,0,0,1,0,1,1,20.26736,85.80685,3.688,10.177,10.322,2.838,3.539,3.774,3.099,8.99,19000,False,True,False,False,False,False,20,0.55,3,1.0,0.0016556291390728,0.0
1506,2,2,10,11,0,0,1,0,0,0,20.36869,85.80512,8.321,1.382,2.306,13.928,11.319,7.519,12.119,2.443,33000,False,False,False,False,False,False,39,0.3,1,0.9090909090909092,0.0026560424966799,0.0
2243,3,3,14,14,3,2,1,0,0,0,20.29108,85.84393,2.102,8.181,7.787,5.902,7.695,3.753,3.147,7.104,44000,False,False,False,False,False,False,30,0.7,6,1.0,0.0026749888542131,0.0008916629514043
755,1,1,1,12,1,0,1,0,0,1,20.32643,85.84603,4.052,4.973,4.233,9.627,9.754,4.723,7.049,4.197,14500,False,True,False,False,False,False,37,0.3,3,0.0833333333333333,0.0026490066225165,0.0
1586,2,2,7,7,1,1,1,0,0,0,20.30291,85.82346,0.765,6.299,6.205,6.577,6.305,1.458,4.561,5.131,35500,True,False,False,False,False,False,42,0.5,3,1.0,0.0025220680958385,0.0006305170239596
861,2,1,3,6,0,2,1,0,0,0,20.3239,85.79669,4.239,4.227,4.835,9.153,6.331,2.861,7.866,3.174,19000,True,False,False,True,False,False,43,0.7,3,0.5,0.0034843205574912,0.0023228803716608
493,1,1,15,17,0,0,1,0,0,1,20.37617,85.85771,9.553,5.049,3.97,15.275,14.607,9.729,12.704,5.616,10000,False,True,False,False,False,False,43,0.3,2,0.8823529411764706,0.0040567951318458,0.0
1339,2,2,9,20,0,0,1,1,0,0,20.26096,85.85269,4.89,11.63,11.259,4.099,8.373,6.342,1.737,10.526,21000,True,False,False,False,False,False,47,0.55,2,0.45,0.0029873039581777,0.0
999,2,1,1,10,2,2,1,0,0,0,20.25491,85.84403,5.013,11.986,11.719,2.993,7.613,6.276,1.267,10.845,16500,True,False,True,False,False,False,47,0.7,5,0.1,0.003003003003003,0.002002002002002
1216,2,2,15,17,2,2,1,1,0,1,20.32647,85.84976,4.283,5.247,4.447,9.757,10.062,5.043,7.119,4.519,25000,True,False,False,False,False,False,37,0.95,7,0.8823529411764706,0.0032894736842105,0.0016447368421052
430,1,1,15,15,0,2,1,0,1,1,20.28763,85.83055,1.134,8.112,7.928,5.03,6.248,2.655,2.728,6.958,13000,False,True,False,False,False,False,68,0.95,5,1.0,0.0046511627906976,0.0046511627906976
1181,2,2,5,5,1,0,1,0,1,1,20.38651,85.81368,10.116,3.093,3.292,15.852,13.478,9.496,13.858,4.283,20000,False,True,False,False,False,False,39,0.55,4,1.0,0.0033869602032176,0.0
1621,2,2,1,3,0,0,1,0,0,0,20.3551,85.80945,6.746,0.545,1.619,12.384,10.045,5.993,10.542,0.872,35500,False,True,False,False,False,False,80,0.3,1,0.3333333333333333,0.0024676125848241,0.0
808,1,1,3,3,0,1,1,0,0,0,20.34942,85.80213,6.371,1.533,2.55,11.836,9.185,5.418,10.176,1.144,23500,False,False,False,True,False,False,80,0.5,2,1.0,0.0024752475247524,0.0012376237623762
1005,2,1,13,13,0,0,1,0,1,0,20.29425,85.82007,0.506,7.204,7.181,5.593,5.509,1.338,3.795,6.022,29000,False,True,False,False,False,True,63,0.55,2,1.0,0.0029850746268656,0.0
1658,3,2,13,13,0,2,1,1,0,1,20.27372,85.7904,4.341,9.739,10.096,4.369,1.813,3.653,4.916,8.589,32000,False,False,False,False,False,False,46,0.95,5,1.0,0.0030156815440289,0.0012062726176115
1005,2,2,4,19,2,1,1,1,0,0,20.29377,85.81658,0.866,7.23,7.267,5.536,5.163,1.101,3.926,6.042,22000,False,True,False,False,False,False,68,0.75,5,0.2105263157894736,0.0039800995024875,0.0009950248756218
1588,2,2,11,18,2,1,1,1,0,1,20.35676,85.80787,6.964,0.577,1.747,12.581,10.157,6.181,10.764,1.111,43000,True,False,False,False,False,False,80,0.75,6,0.6111111111111112,0.0025188916876574,0.0006297229219143
1640,2,2,1,9,0,0,1,0,0,1,20.26754,85.7769,5.894,10.813,11.287,5.006,0.577,5.064,6.211,9.707,23500,False,True,False,False,False,False,53,0.3,2,0.1111111111111111,0.0024390243902439,0.0
2458,4,4,8,20,0,0,1,1,1,0,20.37108,85.82122,8.344,1.622,1.418,14.135,12.162,7.864,12.043,2.706,29500,False,True,False,True,False,False,35,0.8,3,0.4,0.0032546786004882,0.0
1041,2,2,14,17,1,1,1,1,0,0,20.26738,85.77334,6.219,10.964,11.47,5.317,0.447,5.333,6.58,9.873,20000,True,False,False,False,False,False,53,0.75,4,0.8235294117647058,0.0038424591738712,0.0009606147934678
666,1,1,11,11,1,2,1,1,0,0,20.30015,85.8096,1.618,6.52,6.693,6.302,4.963,0.117,4.918,5.332,18500,True,False,False,False,False,False,43,0.95,5,1.0,0.003003003003003,0.003003003003003
1359,2,2,6,13,0,2,1,1,1,0,20.35801,85.81297,6.988,0.077,1.204,12.687,10.486,6.327,10.765,1.113,35500,False,True,False,False,False,False,104,1.2000000000000002,5,0.4615384615384615,0.002943340691685,0.0014716703458425
2378,3,3,8,8,2,1,1,1,0,0,20.26395,85.80415,4.158,10.576,10.747,2.636,3.333,4.181,3.354,9.391,33000,False,False,True,False,False,False,20,0.75,5,1.0,0.0025231286795626,0.0004205214465937
1055,2,1,12,12,0,2,1,1,0,1,20.27712,85.7881,4.344,9.436,9.833,4.813,1.679,3.493,5.244,8.298,20500,True,False,False,True,False,False,53,0.95,5,1.0,0.0028436018957345,0.0018957345971563
556,1,1,13,16,0,1,1,1,1,0,20.29831,85.79685,2.894,6.923,7.308,6.422,3.878,1.368,5.634,5.776,17500,True,False,False,False,False,False,63,1.0,4,0.8125,0.0035971223021582,0.0017985611510791
1602,3,2,11,13,1,1,1,1,0,0,20.30142,85.83719,1.45,6.85,6.505,6.697,7.462,2.877,4.195,5.761,36000,True,False,False,False,False,False,68,0.75,4,0.8461538461538461,0.0031210986267166,0.0006242197253433
576,1,1,4,13,1,1,1,1,1,0,20.26764,85.80749,3.628,10.142,10.28,2.84,3.601,3.738,3.037,8.954,13000,False,True,False,False,False,False,46,1.0,5,0.3076923076923077,0.0034722222222222,0.0017361111111111
3276,4,4,9,9,1,0,1,1,1,0,20.3032,85.83943,1.746,6.759,6.365,6.959,7.76,3.119,4.404,5.693,50000,False,True,False,True,False,False,68,0.8,4,1.0,0.0024420024420024,0.0
2274,4,4,6,10,2,2,1,1,0,0,20.36833,85.82516,8.032,1.659,1.073,13.846,12.063,7.639,11.692,2.592,54000,True,False,False,False,False,False,91,0.95,6,0.6,0.0035180299032541,0.0008795074758135
1460,3,2,5,6,1,2,1,1,0,0,20.28791,85.82909,1.029,8.048,7.886,5.023,6.112,2.513,2.795,6.889,30000,True,False,False,False,False,False,68,0.95,5,0.8333333333333334,0.0034246575342465,0.0013698630136986
679,1,1,15,15,1,2,1,1,0,0,20.34939,85.8249,5.926,1.616,1.036,11.742,10.211,5.591,9.602,1.25,22500,True,False,False,False,False,False,104,0.95,5,1.0,0.0029455081001472,0.0029455081001472
1241,2,2,7,19,1,2,1,0,1,0,20.25674,85.81415,4.508,11.338,11.389,1.467,4.572,4.966,2.437,10.148,29500,True,False,False,False,False,True,20,0.95,5,0.3684210526315789,0.0032232070910556,0.0016116035455278
1458,3,2,11,12,3,2,1,1,1,1,20.29918,85.83856,1.506,7.135,6.779,6.507,7.484,3.029,3.952,6.048,33500,False,False,True,False,False,False,68,1.2000000000000002,9,0.9166666666666666,0.0034293552812071,0.0013717421124828
1214,3,2,3,15,0,0,1,1,1,0,20.32155,85.80298,3.612,4.261,4.701,8.761,6.383,2.366,7.311,3.121,27000,False,True,False,False,False,True,43,0.8,3,0.2,0.0041186161449752,0.0
1590,3,2,15,16,0,1,1,1,0,0,20.33394,85.82688,4.215,3.11,2.764,10.046,8.927,4.062,7.872,2.13,27500,False,True,False,False,False,False,43,0.75,3,0.9375,0.0031446540880503,0.00062893081761
1249,2,2,0,5,2,2,1,1,0,0,20.30894,85.80937,2.128,5.546,5.754,7.274,5.626,0.861,5.761,4.36,31000,True,False,False,True,False,False,68,0.95,6,0.0,0.0032025620496397,0.0016012810248198
722,1,1,4,13,1,1,1,0,0,1,20.30713,85.82025,1.304,5.784,5.751,7.024,6.314,1.292,5.111,4.607,17500,False,True,False,False,False,False,42,0.5,4,0.3076923076923077,0.002770083102493,0.0013850415512465
1469,3,2,5,5,0,0,1,1,1,0,20.3562,85.81041,6.842,0.388,1.495,12.5,10.196,6.116,10.634,0.951,35000,True,False,False,False,False,False,104,0.8,3,1.0,0.0034036759700476,0.0
